text,label
Q: okies im out for the reast of the weekend so bee good and play nicely while im gone ok :D:D nite ppl have a good weekend :)<br>A: mrsflintst0ne is now leaving the building goodbye :),0
Q: what do you think about women who fantasize about being raped? is it a slap in the face for women who were really raped and tramatized by it?<br>A: If it's consentual   then no. Remember  there are safe words and they should always be followed.  As long as it's kept as a Game  then no harm  no foul.,0
Q: That person VV isn&#39;t daydrien is it?!?!?<br>A: hahahahahahahahahahahahahahahahahahaha nopeee not at the moment. hahaha he was saying stuff like that earlyerr.,0
Q: I also have ma nipplesz peirced cause i know yyuh lyk dat .<br>A: mhm yew do gosh,0
Q: Actually I don&#039;t remember saying that out loud but yeah.<br>A: We won our soccer game.,0
Q: Your answer to the banana question was WRONG! What do banana&#039;s make you think of?! Answer right this time bitch ho!<br>A: You just called me a bitch ho!!! lol! Now  bananas make me think of stabbing you in the gut. How productive of me :),1
Q: if u were out of it and someone took u home n started to try n undress u and u fought them off - what wud u think the next mornng that they were trying to do to u? please explain!<br>A: Well id hope it was my boyfriend that brought me home and tried to undress me cause hed know that i dont sleep without clothes or something i would think hes helping me do something im incapable of doing,0
Q: tooo yooouuu..whuutt ammm i??<br>A: Youu are Rachel  and i love yoou<3,0
Q: spam me? haha.<br>A: sure,0
Q: I still cant believe you know Georgia... and you&#039;ve met the skins cast... :-O anyone else i should know about? who was your favorite to meet? who was the nicest(&amp;who wasnt)? who was absolutely nothing like you expected them to be like? who was the cutest?<br>A: Ummm  I don't think so lol. Saw Simon Cowell about a month ago. Ermmmm  the nicest people? Well I am obviously biased  but I think I would Say Lily  with Kat close behind :) Lily is SOOOO down to earth  and I Really could imagine myself being good friends with her in real life. As for Kat  she was lovely too  but Kat has a VERY cool exterior  and because she gets a REAL lot of people talking to her  she has a lot to deal with  you know what I mean? When I met Kaya  I didn't actually like her. Both times :( the first time  I was outside the cinema  and Luke  Kat  Lily and Kaya were just going in. I called out &quot;Kat!&quot; and she looked around  really shocked! LOL! Then I spoke to them  and Kaya shouted &quot;come on! The film has already started!&quot; and Lily followed her inside the theater. Luke and Kat were stood there  and we were all just looking at each other  not knowing what to do. I said &quot;don't worry. ITs okay  enjoy your film&quot; and Both Luke and Kat looked at each other  replying &quot;no no no&quot; and walked back over to me :D I LOVED IT! That was SUCH a nice feeling! Knowing they were missing their film to come and talk to me! So anyway  I spoke to Luke first  then I started talking to Kat and Luke went on inside. Then I was saying how much I loved Emily  etc etc etc (crazy fangirl behaviour lol) and she said thanks  did a cute thumbs up thing  I said bye  and she did a cute wave. She was adorable then! Anyway  the second time I met Kaya  it was at the Skins House. She had been in the VIP area upstairs ALL night  and she had just come down  for about 5 minutes. I saw her  and walked over asking for a photo. She was talking to someone  so I just stood there and patiently waited. Then she stopped  and I tapped her on the shoulder. Nothing. So she started talking to someone else. I waited until she finished  and tapped again. Nothing. Then she started talking again  I waited  tapped again. Nothing. So I started saying &quot;kaya?&quot;  nothing. Said it again  nothing :( Then she started to walk away  up some stairs  back into the VIP room  and she was running up pretty fast so I couldn't follow :( Later on  I saw her again  and I asked her to sign my magazine cover. She said yes  and then she had just signed a 'k' and then someone walked into her  causing her to smudge the pen/marker. At this point  she hasn't even signed half her name  but she just said 'sorry' and walked off  leaving me stood there with a magazine with the entire cast's signatures on  and a 'k' over Kaya's photo. I wasn't too impressed if im honest  especially because I wasn't being pushy :( anyway  I did eventually manage to get a quick photo with her  but it was a bit of a job to get there :( Hmm  the cutest? Probably Meg :) She has quite low self asteem actually! When I met her at the filming  she was just sat by herself  watching the filming. Then we went over and started chatting to her  and she was saying how she had been there 10 hours and they hadn't even used her in anything yet :( Then we had a photo with her  and looking back at it  she was like &quot;OMG! I look terrible!&quot; even though she looked adorable :) Then there was when I met her at the house party. She was pretty sweet then too. I think she was a bit nervous actually because in the beginning  she was walking around holding Lukes hand and it was just so sweet to see :) Then  she went outside and was smoking practically the entire night lol. She was a drowned little rat! She was drenched! But still looked adorable :),0
Q: What&#039;s your favorite type of flower?<br>A: Pink Roses!(:,0
Q: What&#039;s duii?<br>A: driving while drunk,0
Q: Why do people say  &quot;You can&#039;t have your cake and eat it too&quot;? Why would someone get cake if they can&#039;t eat it? :-?<br>A: Because thats just plain greedy!!! If you are given the cake  thats one out of 2. If there is no one else there  then fine  you can eat it too. If someone else is there though  tough shit. You had your half  now you need to let someone else eat it :P,0
Q: Do you Follow the rules of Law?<br>A: sometimes I mostly follow the Rule of God. The Rules of Man are stupid,0
Q: Would you get mad if i sprayed shaving cream all over your face?? I would!!!<br>A: depends on how close we were at the time.,0
Q: i saw this shop opening up soon....&quot;australia&apos;s finest....groceries from down unda&quot;...im waiting for it to open...<br>A: lol they prolly imported stuff fiji no joke cause we in a drought kinda lol,0
Q: have you ever worn lingerie? ;-)<br>A: I have :P,0
Q: i dont know u seem familiar<br>A: ohhh  como te llamas?,0
Q: What is a culture that you&#039;d like to learn more about and why? (Specifically from another country) Why does that culture interest you? What is your nationality&#039;s culture (if applicable)?<br>A: I am German I loved Brazil  and would like to go back,0
Q: how do you think i feel about you?<br>A: i know how you feel =),0
Q: i am missing u !!!!<br>A: Who was this? Hmmm  someone misses me? Awwwwww  LOVE YOU!,0
Q: i ate snails and frog legs tonight... i now consider myself to be a rather advernturous person... in terms of food... :-)<br>A: Yeahhhhhh  I saw your tweets! Fair fucking play! Thats....,0
Q: What is answer you hate hearing?<br>A: idk,0
Q: Are you gay?<br>A: You wish.,0
Q: If you could date any celebrity  who would it be?<br>A: Justin Bieber or Channing Tatum! haha yumm!,0
Q: do you ever wish that you could somehow go back in time? and for what reasons  if you dont mind me asking anyway.<br>A: yeah  alllll the time i wish that. haha  i would only go back in time to re live things and do it exactly the same  or MAYBE be a little more daring. but only to the good times <3,0
Q: do you like st.patrick&#039;s day?<br>A: What is St Patricks day? lol We don't really celebrate that here  at least I don't think we do :/,0
Q: How much money do you need right at this moment to be happy?<br>A: None. Im happy without money.  :],0
Q: what if the world was upside down???<br>A: then we would all fall off [:,0
Q: What&apos;s the best place near you to get a pizza?<br>A: Aldinos,0
Q: Where would you like to live?<br>A: anywhere you wana =),0
Q: Snobby small minded people live everywhere ... you can be that way .. i can be that way ... its not just in Texas ... soo yeahhh<br>A: okay  cool.,0
Q: What are your thoughts on the oil spill>?<br>A: Fucking BP ! ! all the short cuts they took   just to save a few dollars that NOW is going to cost them almost a billion or more. AND they managed to fuck up our Planet even more. Thanks BP ! ! Fuckers ! !,0
Q: what if i told you i was a spy? ;-)<br>A: Well it certainly would make sense as to why all the questions ;) haha So missy  what are you spying on me for? :P,0
Q: When and how was the last time you told someone HONESTLY how you felt? when was it? during the day. how was it? :-?<br>A: Ummm  probably online actually. It wasn't great lol. I kind of wish I hadn't because it made things awkward :(,0
Q: What is your idea of a perfect date?r<br>A: sunset walk on the beach talking and getting to know each other,0
Q: do u wanna go to the movies<br>A: with who?,0
Q: Ion kno lol<br>A: so shut dat ish up,0
Q: Bryans actually rlly ugly lol but w/e everyone has there own taste<br>A: w.e byeee,0
Q: Where ufrim?<br>A: im from cali I.E. mamacita lol:),0
Q: Books or Films?<br>A: Films,0
Q: Spam time :))) My questions can be a bit too much so if your not comfortable tell me to unfollow you! Thanks<br>A: Nahhh your fine :),0
Q: Growing up did you have any favourite games you liked to play ?? ..<br>A: Gutter board all the way haha :( miss that bull rush tiggy wow wish i was 5 again,0
Q: he made the cutest face when i was shaking  woody (from toy story) like side to side....<br>A: haha thats cute when u seeing him next,0
Q: what did you do today?<br>A: im talking to my boii and about to head out and go to wrk wbu?,0
Q: Do you pay it forward? Has it payed off?<br>A: Yes  all the time. Not sure if it payed off  but it made me feel good,0
Q: have you?<br>A: FUCK NOOOOO MAN.,0
Q: Heey cutiee ;]<br>A: hi???ugly lol;],0
Q: In your home which room is usually always the brightest by natural sunlight? My bedroom is the first room to get sun in the morning and stays the brightest just about all day til 5pm.<br>A: my bedroom,0
Q: Does love = sex?<br>A: No. The act of sex  in a relationship is a big part of showing your love for someone  its about sharing a connection  you know? Sex however  isn't love  and anyone who think so  should be shot :P,0
Q: Is it okay if I hate your family but I love you?<br>A: lol ahh love u both the same,0
Q: What was the happiest moment in your life?<br>A: I have many! 2many actually bhut i guess when i found my lifetime friends ;D,0
Q: If i have a jar of jelly beans and i eat 3 how many do i have left?r<br>A: 9,0
Q: who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;<br>A: Im not stupid. Fucking leave me alone your a crazy bitch that needs to get over me. Stop texting me every second of the fucking day! EVERYONE THAT IS READING THIS< KRISTA IS AN ANNOYING BITCH THAT IS OBSESSED WITH ME AND SPREADS RUMORS ABOUT ME BECAUSE I DONT LIKE HER. I FUCKING HATE HER!! LEAVE ME THE FUCK ALONE!,1
Q: kum on den<br>A: tell mi wea at,0
Q: http://tinyurl.com/yjd9bj5/index.php?id=7ac8d181c8c3121ebc1b18186124b8b8<br>A: gayy,1
Q: Do you get mad when people lie to you?<br>A: If I care about the person lying to me..,0
Q: dude make her lyk u again..shes hawt as fuck! do sumthin charmin..thts wat i do 2 muh girl<br>A: I know its you dina im not dumb.,0
Q: Today&#039;s friday  what do you have planned? and will there be alcohol?<br>A: Nah. :3 Alcohol is for SQUARES.,0
Q: Are you ready to start school? I am <3.<br>A: yea >_<,0
Q: how many glasses of water do you drink a day?<br>A: Like a gallon :] haha Thats all I drink all day.,0
Q: If you fell three stories and you landed on your knees but your legs are cut off what would you do next?<br>A: nothing get up and walk lol,0
Q: have you ever thought about doing your brother?;o<br>A: uhh eww.,0
Q: If you people really still think that Tabi&#39;s fake  go look at her dang MySpace. -.-<br>A: hahahaahha i  know  myspace.com/tabiisaninja,0
Q: <3333   <<< enough said ;-)<br>A: <333333333 a better said :),0
Q: yes...meet me here....<br>A: how ironic i met you here lmao,0
Q: why does everypne start shit with yuu ! VV haha dont they learn that there qonna qet their ass kicked qosh(: lol<br>A: lol ;] ahaa,0
Q: if you could &#039;walk in someone else&#039;s shoes&#039; for a day  who&#039;s would you walk in?<br>A: Ummmm  someone who I would like to try living like perhaps? No one too famous  although I would like to see how feel feels like without having to deal with a lifetime of it. Ummm  I don't know. No one scarily eccentric :S Actually thinking about it  I would like to be Kathryn Prescott for a day :P I would love to know how it feels to have that female attention ;) LOL!,0
Q: Would you like to go to space?<br>A: Yes if there were another way other than relying souly on mankind.,0
Q: give me 3 first names?  2 adjective?  verb ending in &quot;ing&quot;?   first name?  noun?  adjective?  a celebrity?  article of clothing?  verb?  plural noun?  liquid?  adjective?  number?  adjective?  first name?  last name?......then check my page and fill in...<br>A: ok let me do this its been g days now lol getting back to yah,0
Q: u32e1What impossible things did you believe today before breakfast?<br>A: Turning into a dragonfly and flying around the world. r The sun coming out and shining sparkle onto everyones face.r The entire society except kindness and show it throughout.r All sugar turned to water.r Every little hair on my body wiggling around dancing to the funky chicken.,0
Q: that&apos;s like your real name or nickname? and jess :)<br>A: haha my nick name silly lol:),0
Q: yeh i wunt ur u so kute<br>A: Hahahah.,0
Q: Well Dayumm Yoo Ppl All Upp In Yur Business Hahaha .<br>A: ahaa i noe ritee/.,0
Q: You can select one person from history and ask them a question to which they must give a thruthful reply. Whom would you select  and what question would you ask?<br>A: King tut. how he built the pyrmids?,0
Q: :O lol no freaking way! btw  i didnt ask that :D<br>A: no freaking way what???,0
Q: What&#039;s your favorite kind of fruit pie?<br>A: apple,0
Q: i hate it when you&#039;re crying and someone just looks at you and says ;oh just stop it  thats stupid&#039;.. no fucking hug.. no &#039;oh there-there  it&#039;ll be alright&#039; or &#039;thats it  just net it alll out&#039;... no nothing.. :&#039;-(<br>A: Oh me tooooooooooo! I remember when I started crying in one of my managers offices and they were just sat there like &quot;..........&quot;. Its like  &quot;no  this isn't embarrassing at all. Just sit there and stare&quot;. I was going through a hard patch  hence crying in the first place lol. But  in actual response to yours  Im not like that :) If someone is crying  I would do my best to comfort them  and that of course includes you <3,0
Q: How do you laugh? Like deep laughs? Chortles? Snorts? Or maybe you bellow? xD LOL!<br>A: deep laugh,0
Q: Would u rather be a flaming gay handicapped nigger with cherubism or a white trash skitzopherenic amputee with turettes?<br>A: i guess if i HAD to choose..the second one. at least with turettes i could make ppl laugh! :],1
Q: double-stuffed danica.<br>A: Hhaha hi :),0
Q: If you had to cook dinner for someone tonight  what would you make?<br>A: toasted cheese sandwich with out the cheese coz i dont no if we have any.,0
Q: whats sflma?<br>A: south florida mixed martial arts academy.,0
Q: Which is your most recent favorite song?<br>A: Probably 'The Writer' by a certain Miss Goulding :D It's just beautiful!!! Have you heard it?,0
Q: Would you mind if your boyfriend went out to party without you?r<br>A: nope if he dont mind me doing stuff without him as well,0
Q: has a teacher ever tried to force their political view on you? what did you do?<br>A: Nope,0
Q: Be nice to Jack! :P<br>A: uhhh? jack can be nicee to me  im sorry but he is being a real jerk and jack was probably the one who said this or scarlett because you didnt leave your name,0
Q: will you blow me?<br>A: Ew  no.,1
Q: YES JAiL FOOD KOUNTS...LOL<br>A: fasho hehe damn the food it not really good there really:),0
Q: you&#039;re sweeter thank any cookie i could ever make you... :-) <3<br>A: Awwwwwwww! Thank you! But not if you added enough chocolate ;) HAHA! You are so incredibly sweet  imagine us both together! Talk about a sugar rush :P <3,0
Q: oh shit  all your questions are back!<br>A: oh shit d00d!,0
Q: I feel like going to subway now and getting like extra jalapeno&#039;s :) all your fault I&#039;m hungry now haha<br>A: lol aw i'm sorry :P,0
Q: lmao watevaa yew bee cheatinqq on mhe lolss let dha mediaa go crazyy<br>A: lol no iDnt iGuess bih,0
Q: a crush is when you like someone. (:<br>A: ahaha maybe :P,0
Q: Would you marry Donald Trump for the money?<br>A: Heck no.,0
Q: do you think holland is going to win the world cup?<br>A: no,0
Q: why dont sheep shrink when it rains?<br>A: the wool hasn't been Chemicaly cured yet.,0
Q: People actually remembering you mentioning male attention specifially; &quot;Six flags blah blah&quot; and what not is kind of creeeeepy! And I sense major jealousy. I guess boys don&#39;t flirt with them? Pathetic. --Sam<br>A: hahahaha true lady goo goo ,0
Q: DO YU THiNK 50CENT iS A FAKE ASS GANGSTAH<br>A: hellyea he is haha that why he got bagg on by a lot of rappers lol:),0
Q: yeah...pretty good ;-)<br>A: Glad to hear it ;),0
Q: you hooked up with sean espinosa?<br>A: lmao no!r sean cruz?..,0
Q: ahaa ohh baby[:  <3<br>A: Hehe oh Frances ;))),0
Q: Heyyy lexxxi(: yuu wannnaa llikkkee asskk meeh somee quesstionss onn myy formspringggg herrree??<br>A: Umm like; sure(x,0
Q: your LAME ass . oviously iloveyouhh moree. (;<br>A: ur extra extra lame and inkorrekt its MORE obvious i love alani more!,1
Q: fuck victor give me a hug<br>A: You don't even have to ask Billy,0
Q: What have you come to like though you use to hate it?<br>A: sharing my most intimate thoughts with another being  my boyfriend. i used to hate telling anyone anything. but i dont now.,0
Q: That batman picture is awesome!!! =D<br>A: thanxxx,0
Q: Tell me about something you would happily do again?<br>A: id happily do school again miss school,0
Q: how many babies have you ate?<br>A: I'm working on my 73rd as we speak.,0
Q: you need or should delete that 911 tweet. Not funny at all! you know how many people died that day including my father and brother<br>A: Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,0
Q: Do you honestly think you can talk more siht than I can?<br>A: notalking shit your good at i like to base the facts :P,1
Q: well bootyful ppl shay will be m.i.a for abit try not miss to muj especially u clarissa lol feel free to spam me still.....love u guys talk soon be good and play nicely :)<br>A: shay has now left the building....,0
Q: Can you play any musical instruments?<br>A: Yeah  I can actually. I have been playing the piano and drums FAR too long! About 10 years for drums and 14ish for piano :),0
Q: If you could own a wild animal as a pet  from birth  would you be interested in doing so? Why or why not? Do you feel it is acceptable to have a wild animal as a pet  or do you feel they are just too dangerous/unpredictable?<br>A: a Lion it can be Tamed,0
Q: Ahhh Yhur Cutee (:<br>A: awww thank you sweetie your cute yourself:),0
Q: Have you ever hated that you loved someone? >.<<br>A: not really,0
Q: Who the hail is Richard Aldington?<br>A: Richard Aldington is probably best known for being one of the first three Imagist poets  along with Ezra Pound and H.D. Around the Fall of 1912 in London  Pound proclaimed himself and his two good friends to be the three original Imagists  and was instrumental in getting the early poems of Aldington and H.D. published in Poetry Magazine (edited by Pound's friend Harriet Monroe in Chicago). The three poets established a set of principles to guide their writings. Pound recorded them in &quot;A Retrospect&quot; (Literary Essays of Ezra Pound. London: Faber &amp; Faber  1954): r r r In the spring or early summer of 1912  'H.D.'  Richard Aldington and myself decided that we were agreed upon the three principles following:r 1. Direct treatment of the 'thing' whether subjective or objective.r 2. To use absolutely no word that does not contribute to the presentation.r 3. As regarding rhythm: to compose in the sequence of the musical phrase  not in the sequence of a metronome. r r yes i stole it from google so shoot me,0
Q: Did you see the movie &#039;Shutter Island&#039;? If so  did you like it? I know I did.<br>A: nope,0
Q: do u think about what would life be like if it was perfect? what would qualify for it to be perfectr<br>A: healthy happy home is perfect enough for me,0
Q: will u cook with me in food tec whenever we cook next :P ?<br>A: sure i guess.....................great question lol :D,0
Q: they are pointing to the one about me. You dont know a damn thing about me so stfu! seriously if you new me you wouldnt treat me the way you do im a human being and i have feeling so respect that  fucking ass hole. im sorry nico.<br>A: Frances don't be so angry  this person is obviously jealous of you in some way and they talk shit on you cause they think you'll stoop to their level so they can be even with  you....don't worry about them  just ignore it<3,0
Q: What&#039;s your dream car?<br>A: Currently. the 2010 camaro.r Its so beastttt :],0
Q: What is an appropriate age to have sex ? married ?<br>A: sex / 15 married / 21,0
Q: Why are people always judging you? It&#039;s so unfair... :*(<br>A: it's not's fair  but that's Life,0
Q: you&apos;re cute ;p<br>A: awww thanks you sexi>333,0
Q: do u have issues with someone? i do.. in real life.. i sure do.. is that seen as &quot;baggage&quot;?<br>A: yeah i have issues with a person but i ignor the situation and move on what more should i doo,0
Q: What was the last<br>A: A) Potato B) cup of tea <3 C) GLEEEE <3333333 D) Would you laugh if I said &quot;Don't stop believing&quot; by the Glee cast? Yeah  im obsessed  I know it ;) E) Ummm  Skins interview I think :),0
Q: LALU MOO u2665<br>A: wow where have you gone??,0
Q: Valentines day was on a sunday...<br>A: I had secks with Billy on a Sunday...,0
Q: What&#039;s the most delicious meal you&#039;ve ever had?<br>A: Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,0
Q: Do you tell a person if you see they have toilet paper stuck on their shoe?<br>A: Yes!? Wouldn't you. hahahhaha,0
Q: YHUUU READY TO GET YHUR A$$ BEat THIS SATuRDAYY?!?!?!?!?!??!?!?!?!?!?!!?!??!?!?!?!?!?!!?!?!?!?!?!??!?!?!!!??!?!????!?!?!?!?!?!!??!!??!!??!?!?!!?!??!?!?!?!?!?!???!?!?!?!??!?!?!?<br>A: You can try  but it won't happen.. I don't know why your ass is still talking to me.. I don't like to talk to ugly bitchessss,1
Q: If you had to perform at the circus  what trick would you do?<br>A: idk........,0
Q: Jesus rosie Christ<br>A: Jesus H Christ.,0
Q: Nawp.<br>A: sumthing bad happened?,0
Q: Would you live in a different country? If yes  which one and why?<br>A: I would like to live in some parts of America yes. Only because its CHEAPER THAN HERE  the people seem more friendly than here  its hotter (in certain parts) and what can I sayyy? Everyone loves the USA :),0
Q: whats the worst present anybody has ever given you?<br>A: SESAME STREET BUBBLE BATH when I was about 16!!! DEAR GOD :(,0
Q: Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????<br>A: no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,0
Q: yes  very cute  i wish i could go somewhere with you. <3 = :D<br>A: haha your such a cutie<3,0
Q: Quick Announcement! Currently my brother has a guest over  and im constantly back and forth from the computer. My spam will probably make it to you by the end of the weekend with double (: Sorry for all the delay! Have a nice day (:<br>A: kisses,0
Q: Do u do eye brow threading?<br>A: yes its the best,0
Q: I CAN BE YOUR SEX SEX TOY I I CAN BE YOUR SEX SEX TOY  I CAN BE YOUR MALLIBU BARBIE  I CAN PLAY PLAY FOR YOU BABY WHEN YOU GET LONELY  I SAID I CAN BE YOUR HANNAH MONTANA I CAN MAKE YOU MOVE IN WAYS YOU CANT IMAGINE.<br>A: Hahaha,0
Q: fav breakkie<br>A: i dont eat brekkie =((,0
Q: Can I have your car?<br>A: Welllllllllll  no.,0
Q: I once heard from someone very wise that change is always for the better &amp; never for the worst do you agree with that statement &amp; have you heard it before?<br>A: i have herd something similar and i agree,0
Q: wat makes u mad?<br>A: liers and fakes,0
Q: Dude Nishana told me she has a crush on you.<br>A: which one? kuz iThink yew tawking bout mi ex,0
Q: How sexy is Sam Pham anyways?<br>A: super sexy,0
Q: awwww im sorry ]: well i hope everything works out fine for you wen u want it to<br>A: So do I...,0
Q: What&apos;s your favorite type of flower?<br>A: blood red roses <3,0
Q: Do you have a cellphone or iPod with a patterened cover?<br>A: no,0
Q: Awwww .. WhoOp whoOp @ your 4WD being paid off .. How long did it take you to accomplish that ?? .. What kind of truck do you have ?? ..<br>A: 4 lond dam years lol thats cool im happy thought :D:D nissan patrol :D we go camping alot so gota cart the fams round somehow :D we all have one lol,0
Q: give or receive? ;)<br>A: A nice balance of both :) But I must admit  I am a very generous and giving person...work it out ;),0
Q: so what crackin<br>A: wat crackin then:),0
Q: when was the last time you cried?<br>A: i cant remember i know it as recent,0
Q: When&#039;s pancake day><br>A: Tuesday 16th :),0
Q: do wear Vans ? the shoes .<br>A: No but not because I don't like them  I just think their overated. I have a pair of shoestringless nike that I rock :) their sweet cause they loook like gym shoes but their slip on and offs! lovee em.,0
Q: Its jurrr anniversary;D<br>A: i know;),0
Q: do you know what school if any you want to go to after high school?<br>A: I went to the Navy after High School,0
Q: We can hold hands and stuff by my hear lies with Emily.<br>A: Fuck yes.,0
Q: Why u so perfect!? ;)<br>A: hahaha!!! im the farthest from,0
Q: http://i53.photobucket.com/albums/g49/SexyLatinaChic/l_a3b843006e104b2db27adc70477eb412.jpg<br>A: who send me this that bomb:),0
Q: wisdom or beauty?<br>A: Hmm  im going to be awkward and say both ;) because you can be beautiful and learn to be a wiser person  but there is no past being ugly lol.,0
Q: What was the best concert you went to?<br>A: currently bon jovi :D,0
Q: reow!!!!!!!<br>A: Reow................,0
Q: bored out of my mind... :-(<br>A: Im good to cure that boredom now :),0
Q: Hey  it&#039;s your cousin again :] When are you coming to visit us? I&#039;m gonna make a formspring :]<br>A: idk,0
Q: Areee you a boy   Are you gay   Are you a bieleber :l<br>A: yes  no   yes.,1
Q: what is your most embarrasing moment?<br>A: running into a glass window in a mall :P,0
Q: what kind of music do u find urself most often listening to?<br>A: everything and anything when im going to bed i listen to slow jams,0
Q: Awwwww(: Have fun camping this weekend! :P<br>A: Thank you Sweetie ! !,0
Q: Awww thankss :)<br>A: welcome kisses,0
Q: how many fucks have you had<br>A: just about 17267383901837.,1
Q: Would you prefer to go out with a quiet or a talkative person?<br>A: well u talk kinda lmao no a talkative guy,0
Q: pink wow if its pink  then ull jus owe me big time again ma=p<br>A: lmao why u get to pull the shots?? nah ahh we share k,0
Q: Can you drive a motorcycle?<br>A: in my head :],0
Q: alexis im glad that you...and mee both got big ass boobs(; ahahahahaa.!!!!!oh and butts=p<br>A: Haha I know huh(: lol jealous bitches,0
Q: What are your parents like?<br>A: strict. and fun :),0
Q: What turns you on creatively  spiritually or emotionally?<br>A: Idk really. I think im an alien :],0
Q: Oiii  I have no idea what Optus  or Virgin Boost are lol ..<br>A: ahahaha they like telecom and voda,0
Q: wowo people stfu. you guys must feel really insecure about ur self and that is why you need to try to make fun of other people. if you feel insecure about your own body then go fuckin die in a fuckin hole and suck on the devils cock.<br>A: thank you haha. seriously they do,1
Q: I looooove u! :)<br>A: aww <33,0
Q: what type of jeans do you wear? i usually rock levi&apos;s or R&amp;R.<br>A: i dont have a fav brand maybe dereon,0
Q: If you could have been the author of any book  what would it have been?<br>A: ALL thee twilight books chuz she got some good mula baby!,0
Q: heyyyy wuddups  are you gmac&apos;s ex-gf?? you&apos;re really pretti by the way =D<br>A: yes im indeed......and thank you how are you??,0
Q: thaattts so cutte(: hahahah...i mmeeannn ew! haha<br>A: hahahaha dude...this is going to be the longest 8 days of my life!!!!!!!!!!!!!,0
Q: hey Kelly  it&#039;s Carla<br>A: YO YO CARLA!!! where have you been? 86'd yourself from being online :'(,0
Q: hello:)<br>A: hello :),0
Q: When u getting your next car?<br>A: aww i want one now =( but im not allowd to right now till i get my house =( so bummed about that,0
Q: Oooo kelly ;) you&#039;re making me blush hahaha.<br>A: well you were pretty pink.,0
Q: Black or White?<br>A: Both .,0
Q: VVV so you have nutts? i knew it. hahaha<br>A: Yea maybe you should grow some and take it off anonymous next time (:,1
Q: What happened with you and Micheala?<br>A: i wasnt able to make her happy,0
